matrix_size,obstacles,all_obstacle_coords,start_x,start_y,end_x,end_y
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (24, 14), 'bottom_right': (28, 18)}, {'top_left': (19, 0), 'bottom_right': (23, 4)}, {'top_left': (25, 19), 'bottom_right': (29, 23)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (27, 14), (27, 15), (27, 16), (27, 17), (27, 18), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (19, 0), (19, 1), (19, 2), (19, 3), (19, 4), (20, 0), (20, 1), (20, 2), (20, 3), (20, 4), (21, 0), (21, 1), (21, 2), (21, 3), (21, 4), (22, 0), (22, 1), (22, 2), (22, 3), (22, 4), (23, 0), (23, 1), (23, 2), (23, 3), (23, 4), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23)]",22,6,22,5
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (24, 14), 'bottom_right': (28, 18)}, {'top_left': (19, 0), 'bottom_right': (23, 4)}, {'top_left': (25, 19), 'bottom_right': (29, 23)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (27, 14), (27, 15), (27, 16), (27, 17), (27, 18), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (19, 0), (19, 1), (19, 2), (19, 3), (19, 4), (20, 0), (20, 1), (20, 2), (20, 3), (20, 4), (21, 0), (21, 1), (21, 2), (21, 3), (21, 4), (22, 0), (22, 1), (22, 2), (22, 3), (22, 4), (23, 0), (23, 1), (23, 2), (23, 3), (23, 4), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23)]",24,21,14,23
30,"[{'top_left': (13, 24), 'bottom_right': (17, 28)}, {'top_left': (24, 14), 'bottom_right': (28, 18)}, {'top_left': (19, 0), 'bottom_right': (23, 4)}, {'top_left': (25, 19), 'bottom_right': (29, 23)}]","[(13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 24), (14, 25), (14, 26), (14, 27), (14, 28), (15, 24), (15, 25), (15, 26), (15, 27), (15, 28), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (24, 14), (24, 15), (24, 16), (24, 17), (24, 18), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (27, 14), (27, 15), (27, 16), (27, 17), (27, 18), (28, 14), (28, 15), (28, 16), (28, 17), (28, 18), (19, 0), (19, 1), (19, 2), (19, 3), (19, 4), (20, 0), (20, 1), (20, 2), (20, 3), (20, 4), (21, 0), (21, 1), (21, 2), (21, 3), (21, 4), (22, 0), (22, 1), (22, 2), (22, 3), (22, 4), (23, 0), (23, 1), (23, 2), (23, 3), (23, 4), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (29, 19), (29, 20), (29, 21), (29, 22), (29, 23)]",19,8,9,17
30,"[{'top_left': (20, 12), 'bottom_right': (24, 16)}, {'top_left': (22, 12), 'bottom_right': (26, 16)}, {'top_left': (1, 2), 'bottom_right': (5, 6)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}]","[(20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8)]",27,28,15,2
30,"[{'top_left': (20, 12), 'bottom_right': (24, 16)}, {'top_left': (22, 12), 'bottom_right': (26, 16)}, {'top_left': (1, 2), 'bottom_right': (5, 6)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}]","[(20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8)]",12,21,29,18
30,"[{'top_left': (20, 12), 'bottom_right': (24, 16)}, {'top_left': (22, 12), 'bottom_right': (26, 16)}, {'top_left': (1, 2), 'bottom_right': (5, 6)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}]","[(20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8)]",24,5,16,29
30,"[{'top_left': (20, 12), 'bottom_right': (24, 16)}, {'top_left': (22, 12), 'bottom_right': (26, 16)}, {'top_left': (1, 2), 'bottom_right': (5, 6)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}]","[(20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8)]",24,1,1,8
30,"[{'top_left': (20, 12), 'bottom_right': (24, 16)}, {'top_left': (22, 12), 'bottom_right': (26, 16)}, {'top_left': (1, 2), 'bottom_right': (5, 6)}, {'top_left': (12, 4), 'bottom_right': (16, 8)}]","[(20, 12), (20, 13), (20, 14), (20, 15), (20, 16), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (24, 12), (24, 13), (24, 14), (24, 15), (24, 16), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (5, 2), (5, 3), (5, 4), (5, 5), (5, 6), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (13, 4), (13, 5), (13, 6), (13, 7), (13, 8), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (15, 4), (15, 5), (15, 6), (15, 7), (15, 8), (16, 4), (16, 5), (16, 6), (16, 7), (16, 8)]",4,11,8,27
30,"[{'top_left': (7, 1), 'bottom_right': (11, 5)}, {'top_left': (6, 22), 'bottom_right': (10, 26)}, {'top_left': (25, 1), 'bottom_right': (29, 5)}, {'top_left': (6, 1), 'bottom_right': (10, 5)}]","[(7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (26, 1), (26, 2), (26, 3), (26, 4), (26, 5), (27, 1), (27, 2), (27, 3), (27, 4), (27, 5), (28, 1), (28, 2), (28, 3), (28, 4), (28, 5), (29, 1), (29, 2), (29, 3), (29, 4), (29, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5)]",8,28,22,14
30,"[{'top_left': (7, 1), 'bottom_right': (11, 5)}, {'top_left': (6, 22), 'bottom_right': (10, 26)}, {'top_left': (25, 1), 'bottom_right': (29, 5)}, {'top_left': (6, 1), 'bottom_right': (10, 5)}]","[(7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (26, 1), (26, 2), (26, 3), (26, 4), (26, 5), (27, 1), (27, 2), (27, 3), (27, 4), (27, 5), (28, 1), (28, 2), (28, 3), (28, 4), (28, 5), (29, 1), (29, 2), (29, 3), (29, 4), (29, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5)]",28,7,9,17
30,"[{'top_left': (7, 1), 'bottom_right': (11, 5)}, {'top_left': (6, 22), 'bottom_right': (10, 26)}, {'top_left': (25, 1), 'bottom_right': (29, 5)}, {'top_left': (6, 1), 'bottom_right': (10, 5)}]","[(7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (26, 1), (26, 2), (26, 3), (26, 4), (26, 5), (27, 1), (27, 2), (27, 3), (27, 4), (27, 5), (28, 1), (28, 2), (28, 3), (28, 4), (28, 5), (29, 1), (29, 2), (29, 3), (29, 4), (29, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5)]",3,21,26,16
30,"[{'top_left': (7, 1), 'bottom_right': (11, 5)}, {'top_left': (6, 22), 'bottom_right': (10, 26)}, {'top_left': (25, 1), 'bottom_right': (29, 5)}, {'top_left': (6, 1), 'bottom_right': (10, 5)}]","[(7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (26, 1), (26, 2), (26, 3), (26, 4), (26, 5), (27, 1), (27, 2), (27, 3), (27, 4), (27, 5), (28, 1), (28, 2), (28, 3), (28, 4), (28, 5), (29, 1), (29, 2), (29, 3), (29, 4), (29, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5)]",9,11,7,14
30,"[{'top_left': (7, 1), 'bottom_right': (11, 5)}, {'top_left': (6, 22), 'bottom_right': (10, 26)}, {'top_left': (25, 1), 'bottom_right': (29, 5)}, {'top_left': (6, 1), 'bottom_right': (10, 5)}]","[(7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5), (11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (7, 22), (7, 23), (7, 24), (7, 25), (7, 26), (8, 22), (8, 23), (8, 24), (8, 25), (8, 26), (9, 22), (9, 23), (9, 24), (9, 25), (9, 26), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (25, 1), (25, 2), (25, 3), (25, 4), (25, 5), (26, 1), (26, 2), (26, 3), (26, 4), (26, 5), (27, 1), (27, 2), (27, 3), (27, 4), (27, 5), (28, 1), (28, 2), (28, 3), (28, 4), (28, 5), (29, 1), (29, 2), (29, 3), (29, 4), (29, 5), (6, 1), (6, 2), (6, 3), (6, 4), (6, 5), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (8, 1), (8, 2), (8, 3), (8, 4), (8, 5), (9, 1), (9, 2), (9, 3), (9, 4), (9, 5), (10, 1), (10, 2), (10, 3), (10, 4), (10, 5)]",11,16,20,15
30,"[{'top_left': (18, 7), 'bottom_right': (22, 11)}, {'top_left': (16, 10), 'bottom_right': (20, 14)}, {'top_left': (11, 17), 'bottom_right': (15, 21)}, {'top_left': (18, 9), 'bottom_right': (22, 13)}]","[(18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13)]",20,3,4,27
30,"[{'top_left': (18, 7), 'bottom_right': (22, 11)}, {'top_left': (16, 10), 'bottom_right': (20, 14)}, {'top_left': (11, 17), 'bottom_right': (15, 21)}, {'top_left': (18, 9), 'bottom_right': (22, 13)}]","[(18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13)]",22,19,15,0
30,"[{'top_left': (18, 7), 'bottom_right': (22, 11)}, {'top_left': (16, 10), 'bottom_right': (20, 14)}, {'top_left': (11, 17), 'bottom_right': (15, 21)}, {'top_left': (18, 9), 'bottom_right': (22, 13)}]","[(18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13)]",29,27,28,12
30,"[{'top_left': (18, 7), 'bottom_right': (22, 11)}, {'top_left': (16, 10), 'bottom_right': (20, 14)}, {'top_left': (11, 17), 'bottom_right': (15, 21)}, {'top_left': (18, 9), 'bottom_right': (22, 13)}]","[(18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13)]",19,18,27,1
30,"[{'top_left': (18, 7), 'bottom_right': (22, 11)}, {'top_left': (16, 10), 'bottom_right': (20, 14)}, {'top_left': (11, 17), 'bottom_right': (15, 21)}, {'top_left': (18, 9), 'bottom_right': (22, 13)}]","[(18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (16, 10), (16, 11), (16, 12), (16, 13), (16, 14), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (11, 17), (11, 18), (11, 19), (11, 20), (11, 21), (12, 17), (12, 18), (12, 19), (12, 20), (12, 21), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (14, 17), (14, 18), (14, 19), (14, 20), (14, 21), (15, 17), (15, 18), (15, 19), (15, 20), (15, 21), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13)]",28,8,27,12
30,"[{'top_left': (10, 14), 'bottom_right': (14, 18)}, {'top_left': (16, 24), 'bottom_right': (20, 28)}, {'top_left': (1, 8), 'bottom_right': (5, 12)}, {'top_left': (18, 19), 'bottom_right': (22, 23)}]","[(10, 14), (10, 15), (10, 16), (10, 17), (10, 18), (11, 14), (11, 15), (11, 16), (11, 17), (11, 18), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (14, 14), (14, 15), (14, 16), (14, 17), (14, 18), (16, 24), (16, 25), (16, 26), (16, 27), (16, 28), (17, 24), (17, 25), (17, 26), (17, 27), (17, 28), (18, 24), (18, 25), (18, 26), (18, 27), (18, 28), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (1, 8), (1, 9), (1, 10), (1, 11), (1, 12), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (5, 8), (5, 9), (5, 10), (5, 11), (5, 12), (18, 19), (18, 20), (18, 21), (18, 22), (18, 23), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (20, 19), (20, 20), (20, 21), (20, 22), (20, 23), (21, 19), (21, 20), (21, 21), (21, 22), (21, 23), (22, 19), (22, 20), (22, 21), (22, 22), (22, 23)]",11,2,16,13
